ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ruwe,distance_pc,M_G,BP_RP
57.165733121156265,21.167656677835797,0.30092288798685307,0.023039144,2.687648911933846,-4.675801631731694,14.383892,15.036196,13.604811,1.0698891,3323.110470891429,1.7761681649983743,1.431385
56.774855827664304,21.21935175080479,1.0868699570914389,0.053455994,7.302831173719964,-3.798497786816827,16.028408,16.631172,15.26582,1.053367,920.0732741533213,6.20929597199817,1.3653526
56.99719092849572,21.19140326449959,1.2655322652444374,0.01741369,11.773104157773151,0.519593283564992,13.608651,14.005454,13.037772,1.0253835,790.1813548837888,4.120017271916838,0.9676819
56.2520567468086,21.196157339279495,1.176441408376557,0.059206404,11.041009236895452,0.3265003218057878,16.513714,17.241257,15.69877,0.9796062,850.0210829708559,6.866565348661084,1.5424871
56.262347910182015,21.208306286504627,1.5205011307537373,0.02245681,14.479046839713988,3.100137928767064,14.325461,14.808287,13.678033,1.0102011,657.6779061678722,5.2353951248983215,1.1302538
56.175158957140795,21.273167850869974,2.1730360024224007,0.016761305,-5.259709674060556,-4.463403989602529,11.953633,12.278552,11.458508,1.0092134,460.18565678858795,3.638967916828406,0.8200445
56.18302807253424,21.304865660781086,0.5093088169443468,0.03740743,1.3471692853587698,2.8489308923026737,15.312077,15.66581,14.772719,1.087166,1963.4452943493259,3.8469825414452608,0.89309025
56.23062090928826,21.360027270026333,0.6559179287964012,0.017540047,3.652155152726089,-5.762998342229901,11.819567,12.472101,11.040991,1.0686338,1524.5809820063675,0.9038142368200504,1.4311104
56.559088977452966,21.22055625944861,0.35177699576149307,0.032861125,-0.7151479320370705,0.4849540700719913,15.447619,15.818646,14.894445,0.93069184,2842.7100465603103,3.1789566163297387,0.924201
56.62080840776796,21.35087978988957,1.2108846544773726,0.11803068,1.2437741215069917,-8.849676215302154,18.021057,19.049026,17.028915,1.0186601,825.8424915225372,8.436571006017804,2.020111
56.761049361460366,21.361596243814752,2.038379491797107,0.17287897,6.501199485816311,-4.290202276573687,18.249704,19.419533,17.119453,0.9929511,490.58578347369695,9.796129567092997,2.3000793
56.79044960491174,21.426844486308944,0.5453199574212417,0.04225783,0.08598724047234163,1.8824887791922398,15.495512,15.927624,14.883015,0.9904908,1833.7858103138024,4.178768969311932,1.0446091
56.76918850874525,21.521349585157807,3.2446369443460057,0.21673281,-3.7419175543751946,-15.29278439693223,18.37799,19.682266,17.208614,0.95406854,308.20089185712015,10.933821267031309,2.473652
56.406230476958626,21.353878749435157,0.7142058282347529,0.051900372,0.054531087529315014,-6.6255763807414265,15.7574005,16.0968,14.86247,1.2308056,1400.1565941734505,5.026517462224609,1.2343302
56.73809234083175,21.12838055379194,1.6419338995413293,0.08916844,17.407179779866652,2.1287434953098074,17.361694,18.370058,16.396437,1.0184124,609.037915764665,8.438472683160686,1.9736214
56.87804081044302,21.131732050261785,3.192768127632128,0.07903807,-2.59200389514104,11.990173817247776,17.009148,18.201862,15.943195,1.0046401,313.2078372198097,9.529984540926778,2.258667
56.23682169522927,21.17062193543974,2.0966027319136473,0.101753764,2.571339266505008,3.447878597805637,17.413286,18.513899,16.375406,0.9654226,476.96208002517614,9.020866945881227,2.1384926
56.30130612763699,21.252342429372497,0.5403490792524547,0.016488908,-1.5594343502136545,-0.3974435303354017,13.545492,13.742418,13.218215,0.986628,1850.6555084417814,2.2088642511040106,0.5242033
56.360639467499155,21.27641370578398,2.0198874632988724,0.16328858,-1.9109705424265018,-5.048028433438613,18.338257,19.857851,17.198387,0.99425185,495.0770863079688,9.864892704384037,2.659464
56.125817636212155,21.19760587610415,0.550893807223307,0.04291037,7.307137208076815,0.13444785327259887,15.205937,15.622856,14.594931,1.3473158,1815.23187751981,3.9112768373343627,1.0279255
56.20769274418447,21.341199647457156,1.2197217093229085,0.027518008,0.5761494753870323,-2.6891159471315564,14.719811,15.168991,14.094426,1.0022305,819.8591468500791,5.151115208084429,1.0745649
56.61460293466474,21.21752483903938,2.11570536015912,0.031898372,5.19301645192885,-27.764064511022145,15.326927,16.007107,14.511514,0.9646426,472.6556064143029,6.954203116792295,1.4955931
56.66618843102561,21.32010890149055,2.6595305128624562,0.017345212,-9.043945674675513,-6.628922825856947,13.738754,14.24971,13.071029,1.1039556,376.0062143162624,5.862779159246045,1.1786814
56.603245827041036,21.309176031026322,0.7497263244859682,0.038470745,9.888299029268211,-2.831527528915582,15.877266,16.35648,15.23061,1.0562567,1333.820045181988,5.251779730760095,1.1258698
56.885652917852184,21.33089852679811,0.9195252803472749,0.051762998,4.687449159849273,3.6119844273036046,16.097458,16.602282,15.428631,1.0943378,1087.5176804517353,5.915276254343485,1.1736507
56.69777950742934,21.393035257948473,1.1389100375264676,0.01866089,0.09073796371777529,1.4644036064043635,13.8815,14.229725,13.3583,1.0395464,878.0324758326319,4.163947346762333,0.8714247
56.79615269240836,21.43898771641068,0.5895588449155658,0.034282878,2.0213194082540276,-1.2008500588378965,15.185446,15.555123,14.637643,1.0338491,1696.183525400617,4.038081582013707,0.91748047
56.73634869847564,21.43844959985525,2.651808262170871,0.053025376,14.264755891908187,-15.618171060077147,16.091574,17.121502,15.090687,1.1254771,377.10117064850004,8.209284312192803,2.0308151
56.50455973228077,21.361270681242694,0.5983712282460915,0.039834984,5.977690257670786,-13.968405149539755,15.89914,16.336329,15.285996,1.0208,1671.2033480138039,4.783993872875175,1.0503321
56.37274367908238,21.33687163568786,0.8971273207272795,0.026928963,17.035156196218608,-16.19468689159757,14.79178,15.206171,14.19867,1.0110708,1114.66898498791,4.556050885268483,1.0075006
56.60437033487208,21.54410050055249,1.0655594063345706,0.03385597,14.204064215638311,-10.683233673403816,14.801982,15.278517,14.139227,1.2958597,938.4741892898406,4.9398702620253765,1.1392899
56.696807786856205,21.55870075139405,0.9499651359985224,0.02578421,-2.4026936862060357,-3.5747757498916806,14.368076,14.724617,13.82793,1.0846398,1052.6702108376696,4.256614658689763,0.89668655
56.015414852697035,21.32761777445389,1.1463948847791587,0.06286638,8.23886368489959,1.7683132099837036,16.653048,17.305351,15.872446,0.97250587,872.2997749528861,6.94971875949067,1.4329052
56.084006225617735,21.330551108846432,2.9630308138311534,0.11533181,13.813886026128952,11.069338998262275,17.652548,19.087433,16.494839,1.0556536,337.4922715390244,10.011228675896426,2.5925941
56.19006761263699,21.431170159145424,0.8889774295453045,0.088525556,-0.07529424633610793,-9.348871760328276,17.344667,18.089527,16.525703,0.9449704,1124.8879518926387,7.089121108225324,1.5638237
55.95500135318832,21.427566358890836,0.5407735777551934,0.041246727,1.7871898010084242,-2.5566299580235423,15.611706,16.033583,15.016629,0.9377402,1849.202773832077,4.276783098955235,1.0169535
55.84374407827869,21.343585122911673,0.6078918257455352,0.058934342,4.347837049691448,-1.914014517190619,16.442438,16.95054,15.78192,1.0027039,1645.0295227667727,5.36156964317842,1.1686201
55.66954149599521,21.33387793768318,1.2287050890950666,0.056794964,23.993136077300985,-19.712166519155232,16.149963,16.774324,15.349907,0.8998924,813.8649451973,6.597201664176813,1.4244175
55.60231059058685,21.377692621399856,1.114996321012323,0.07176929,-4.3399606861454405,0.01152066682857332,16.543537,17.293112,15.701906,1.0114808,896.863945786013,6.779904311940458,1.5912056
56.01000990637142,21.572963372469705,1.6708545435305047,0.12977539,23.196278158104178,-11.934221392052747,17.976034,19.296879,16.882364,1.0012292,598.4961431095053,9.09072738429765,2.4145145
56.30490711737679,21.49072873770988,1.1699202950279017,0.058154035,11.419394648989762,-15.878067627197801,16.381424,17.040142,15.591861,0.98279953,854.7590842298797,6.722205324700971,1.4482813
56.2783720809968,21.5109511524118,0.6233208444577792,0.038528495,4.821153008609169,-5.189188184023146,15.674321,16.10944,15.064277,0.97906095,1604.3102182310145,4.647879426453834,1.0451632
56.34277353969741,21.511833179754102,0.6965563404071217,0.03997442,-2.4335453749329226,0.021713287149609187,15.699678,16.155823,15.0752325,0.9332396,1435.6340499542682,4.91445966974751,1.0805902
56.266473539498136,21.59452965387116,1.259147829120455,0.058467824,5.613404727149,-1.8548327260883772,16.491392,17.170486,15.676741,0.9806716,794.1879236678063,6.99177574089485,1.4937458
56.263619674575715,21.62268283891819,1.3391036640233285,0.091694295,9.463471840248582,2.007670130315651,17.286108,18.184702,16.337257,1.0261228,746.7681755089119,7.920179008714392,1.8474445
56.21261760725299,21.597562914532148,1.0063316253082553,0.049737275,3.2748110526644045,-8.674926716161586,16.274967,16.885347,15.524559,1.0188339,993.7082119362832,6.288672799530286,1.3607883
56.57126480448844,21.69051103127457,1.1485428281217342,0.054490503,-0.6602907380451373,-13.847641109501144,15.857686,16.41795,15.146208,1.1467195,870.668446587531,6.158422014189874,1.2717419
56.43865098056715,21.770637277455503,3.829721301271897,0.08816322,-11.530379936714324,-15.88821123184371,16.786133,18.057405,15.678022,0.97986424,261.1156064196859,9.701968664427028,2.379383
56.07087971109175,21.59887264028743,1.9719268483451873,0.18386398,8.356167668093345,-2.344413968878987,18.50334,20.195442,17.250189,0.94908845,507.1182031114317,9.977793767872264,2.9452534
56.11844018104174,21.693982716252844,0.7537894417295787,0.034799345,12.140126533826633,0.5893169601672724,15.526895,16.026485,14.8573265,0.9850129,1326.6304151269196,4.913144819531793,1.1691589
55.94141619859783,21.665143585640326,0.8078843836769913,0.080002114,4.282968922543187,-6.560110535090843,17.076252,17.789543,16.273094,1.1260971,1237.8008786958067,6.612998050363188,1.516449
56.286047766050395,21.838766645062886,2.7833033695241265,0.05904429,-3.6951692181374196,-7.5582179973333385,16.129438,17.147451,15.128942,0.9049495,359.285304990298,8.352241127105543,2.0185099
56.13218099484913,21.89197048507772,1.9598489281837101,0.14822431,2.7292187474993255,-3.749544496411838,17.415947,18.585888,16.374329,1.0655134,510.2434098972873,8.87705993920908,2.2115593
56.273947853255954,21.888083956519857,0.8983863806165845,0.068598226,0.7366915740425151,-3.7412967606820238,16.518244,17.157465,15.73208,0.9846143,1113.1068119194724,6.28555958704016,1.4253845
56.2245595069048,21.935627570602797,1.9180413445309277,0.014195528,8.589934191140074,-9.97722233414605,13.117148,13.58538,12.478695,0.98997855,521.3651952036299,4.5314382214201885,1.1066847
57.7436167436475,21.293912843205565,3.9066721602340366,0.19034739,20.97961123216881,2.6080383368807047,18.514093,20.005434,17.269749,0.9521365,255.97233629660215,11.473128237389314,2.7356853
57.69602731863349,21.274392726475973,1.4349569425530075,0.026823428,-3.790252736138821,-3.943893187684589,14.633123,15.084146,14.011325,0.92866266,696.8850216654217,5.417317746758453,1.0728207
57.95503872326505,21.343180182035884,0.852869659388292,0.032679915,-5.263888701355548,-6.979818839237252,15.329118,15.836744,14.665724,1.0128406,1172.5121054455556,4.983531098833463,1.1710205
